reference	ppi_relations	set
11027271	PPARgamma=retinoid X receptor; PPARgamma=p160/SRC-1; PPARgamma=DRIP; DRIP205=PPARgamma; PPARgamma=DRIP205; PPARgamma=p160; RXR=DRIP205; RXR=p160; p160=RXR; DRIP205=PPARgamma	Train
11054122	p35=p40; GroEL=ES; DnaK=J; J=GrpE; DnaK=GrpE; DnaK=J; J=GrpE; DnaK=GrpE	Train
11060341	Apolipoprotein E=low density lipoprotein receptor; ow density lipoprotein receptor-related protein=Apolipoprotein E	Train
11095724	VP40=Nedd4; VP40=Rsp5; Rsp5=VP40	Train
11106668	c-IAP1=zinc	Train
11158580	Smurf2=Smads; Smurf2=Smad1	Train
11231878	calcineurin=NFATp	Train
11316790	Sum1p=Hst1p; Sum1p=Hst1p	Train
11331609	SMRT=SHARP; SHARP=SMRT; SHARP=HDAC1; SHARP=HDAC2; SHARP=SRA; SHARP=NuRD	Train
11333016	PHAX=CBC; PHAX=Xpo1; CRM1=nuclear cap binding complex; RanGTP=nuclear cap binding complex; PHAX=nuclear cap binding complex; RanGTP=CRM1; RanGTP=PHAX; Xpo1=CBC; PHAX=CBC; PHAX=snRNA export complexes	Train
11335720	small GTPases=Prenylated Rab acceptor protein; Rab=prenylated Rab acceptor protein; Ha-Ras=prenylated Rab acceptor protein; prenylated Rab acceptor protein=RhoA; prenylated Rab acceptor protein=TC21; Rap1a=prenylated Rab acceptor protein; PRA1=small GTPases; PRA1=GTPases; PRA1=Ha-Ras; RhoA=PRA1; PRA1=small GTPases; small GTPases=PRA1	Train
11336659	MYPT3=PP1; MYPT3=PP1; PP1=MYPT3; PP1=phosphorylase a; PP1=myosin light chain; PP1=myosin; farnesyltransferase=MYPT3	Train
11337495	PI3K=Akt; Src=p85	Train
11340081	Nck=WASP; Nck=N-WASP; N-WASP=Arp2/3; N-WASP=Arp2/3; WASP=Arp2/3; actin=Cdc42; actin=phosphatidylinositol 4,5-bisphosphate; Cdc42=GTP; Cdc42=GTP	Train
11369260	microsomal triglyceride transfer protein=apoB	Train
11381092_36	Mba1=Cox2; Mba1=Cox3	Train
11390642	ATR=Chk1; ATR=Chk1; ATR=Chk1	Train
11390669	Pex19p=Pex16p; Pex19p=Pex10p; Pex19p=Pex11pbeta; Pex19p=Pex12p; Pex19p=Pex13p	Train
11391482	exostosin-2=exostosin-1	Train
11427533	TGIF2=histone deacetylase 1; TGIF2=histone deacetylase; TGIF=histone deacetylase; TGIF=CtBP; TGIF2=Smads; TG-interacting factor=Smads	Train
11430826	PML=c-Ski; PML=N-CoR; PML=mSin3A; PML=histone deacetylase 1	Train
11431474	ERK-related proteins=AP-1; ERK2=AP-1; ERPs=AP-1; ERK1=2; Class I ERPs=AP-1; Jun=Fos; ERPs=Jun; ERPs=Fos; ERK2=Jun; ERK2=Fos; p41=AP-1; p44=AP-1; class II ERPs=AP-1	Train
11434923	Rat protein tyrosine phosphatase eta=syntenin; syntenin=syndecan; syntenin=proTGF-alpha; syntenin=beta-ephrins; syntenin=neurofascin; r-PTPeta=syntenin; syntenin=r-PTPeta	Train
11470830_13	dystroglycan=neurexin 1alpha; dystroglycan=neurexin	Train
11485553	PDK1=pyruvate dehydrogenase; PDK2=pyruvate dehydrogenase; PDK3=pyruvate dehydrogenase; PDK4=pyruvate dehydrogenase; PDK1=pyruvate dehydrogenase; PDK2=pyruvate dehydrogenase; PDK3=pyruvate dehydrogenase; PDK4=pyruvate dehydrogenase; PDK2=pyruvate dehydrogenase; PDK3=pyruvate dehydrogenase; PDK4=pyruvate dehydrogenase; thiamin pyrophosphate=pyruvate dehydrogenase; PDP1=pyruvate dehydrogenase complex; PDP2=pyruvate dehydrogenase complex; PDK2=pyruvate dehydrogenase complex	Train
11486055	ski=Hh; Skinny hedgehog=hedgehog	Train
11494123	Raf-1=14-3-3; PP1=Raf-1; PP2A=Raf-1; Raf-1=14-3-3	Train
11502761_6	synaptotagmin 1=AP2	Train
11509652	HDAC3=SMRT; SMRT=HDAC3; SMRT=HDAC4; HDAC3=HDAC	Train
11535594	HNF4alpha=small heterodimer partner; HNF4alpha=SHP	Train
11566882	proteasome=USP14; DUB=26S proteasome; USP14=proteasome; 26S=USP14	Train
1157293	albumin=bilirubin; serum albumin=bilirubin	Train
11590439	alpha-synuclein=synphilin-1; Parkin=synphilin-1; alpha-synuclein=synphilin-1; parkin=synphilin-1; parkin=synphilin-1; alpha-synuclein=synphilin-1; parkin=synphilin-1	Train
11675392	Rab geranylgeranyltransferase=Rab; Rab=Rab Escort Protein; Rab=REP; Rab=RabGGTase; REP=RabGGTase; REP-1=RabGGTase; RabGGTase=REP-1; REP-1=RabGGTase; RabGGTase=GGpp; RabGGTase=REP-1; GGpp=REP-1; Rab7=RabGGTase; Rab7=GGpp; Rab7=REP-1; REP-1=GGpp; REP-1=RabGGTase; RabGGTase=GGpp; RabGGTase=REP-1; GGpp=REP-1; REP-1=RabGGTase; Rab7=REP-1	Train
11687965	COX-2=p53; COX-2=p53	Train
11713293	rdgC=Rhodopsin; PPEF-1=rhodopsin; PPEF-2=rhodopsin	Train
11714749_26	Ag 85B=I-Ab	Train
11715018	Akt=MDM2; MDM2=p53; MDM2=p53; Akt=MDM2; Akt=MDM2; MDM2=p300; MDM2=p19ARF	Train
11747826	CARM1=histone H3; CARM1=histone H3; CARM1=histone; CARM1=histone H3; CARM1=histone H3	Train
11756452	methylosome=Sm proteins; JBP1=pICln; methylosome=Sm proteins; survival of motor neurons=Sm proteins; MEP50=JBP1; MEP50=Sm proteins; methylosome=Sm proteins	Train
11779505	Smad4=Smad1; Smad4=Smad1	Train
11805286	nucleolin=topo I; topo I=nucleolin; topo I=p53	Train
11832247	Rab3b=polymeric immunoglobulin receptor; rab3b=pIgR; dIgA=pIgR; pIgR=rab3b; dIgA=pIgR; rab3b=GTP	Train
11877457_16	AAK1=mu2; AAK1=mu2; AAK1=mu2; AAK1=mu2; staurosporine=PKC; KT5720=PKA	Train
11894096	endophilin=CIN85; endophilin=Cbl; CIN85=Cbl; endophilins=CIN85; CIN85=Cbl; endophilins=Cbl; endophilins=hepatocyte growth factor (HGF) receptor; CIN85=hepatocyte growth factor (HGF) receptor; Cbl=hepatocyte growth factor (HGF) receptor; endophilins=CIN85; CIN85=Cbl; Cbl=HGF receptor; endophilin=CIN85	Train
11909966	Sin3=histone deacetylase; Sds3=Sin3; Sds3=histone deacetylase; mSin3=HDAC; mSin3B=HDACs 1; mSin3B=2; mSin3A=HDACs 1; mSin3A=2; Sin3=HDAC; HDAC=Sds3; Sin3=Sds3	Train
11917125	T1R3=T1R2; T1R1=T1R3; T1R3=T1R2; T1R1=T1R3	Train
11923872	HAUSP=p53; Mdm2=p53; herpesvirus-associated ubiquitin-specific protease=p53; HAUSP=p53; HAUSP=p53; HAUSP=p53	Train
11927591	BRCA1=BARD1; BRCA1=BARD1; BARD1=BRCA1; BARD1=BARD1; BRCA1=BRCA1; BARD1=BARD1; BRCA1=BARD1; BRCA1=BARD1; BRCA1=BARD1; BRCA1=BARD1; BRCA1=BARD1; BRCA1=BARD1; BRCA1=BARD1; Ubc5c=histone H2A; Ubc5c=H2AX	Train
11927603_51	GOS-28=GST; GOS-28=syntaxin-5; GST=syntaxin-5; GOS-28=GST; GOS-28=syntaxin-5; GST=syntaxin-5; GOS-28=GST; GOS-28=syntaxin-5; GST=syntaxin-5; GOS-28=GST; GOS-28=syntaxin-5; GST=syntaxin-5; GOS-28=syntaxin-5	Train
11937504	transcriptional intermediary factor 2 nuclear receptor=estrogen receptor alpha; p160=TIF2; estrogen receptor alpha=TIF2; estrogen receptor alpha=TIF2	Train
11948691	KDR=VEGF165; NRP1=KDR; NRP1=VEGF165; KDR=NRP1; KDR=VEGF165; NRP1=KDR; KDR=NRP1; VEGF165=KDR; KDR=VEGF165; NRP1=KDR; NRP1=VEGF165; VEGF165=KDR; VEGFR-2=neuropilin-1	Train
11972058	beta=APC; CK2alpha=APC; CK2=APC; APC=CK2; APC=CK2	Train
11973335	CREB-binding protein=beta-catenin; CREB-binding protein=beta-catenin; CBP=beta-catenin	Train
11994499	Cbl=Src; Cbl=Syk; Cbl=ZAP-70; Cbl-b=Src; Cbl-b=Syk; Cbl-b=ZAP-70; Cbl=PI-3-kinase; Cbl=Vav; Cbl=Src; Cbl=Syk; Cbl=ZAP-70; Cbl-b=Src; Cbl-b=Syk; Cbl-b=ZAP-70	Train
12004135	Mga=Max; E2F-6=Mga; E2F-6=Max; histone methyltransferase=histone H3; histone methyltransferase=HP1gamma; histone methyltransferase=Polycomb group	Train
12015973	Notum=HSPG; Notum=Dally-like; Notum=Dally	Train
12022229	Nop7p=5.8S(L); Nop7p=5.8Ss	Train
12024216	HDAC6=tubulin; HDAC6=alpha-tubulin; HDAC6=alpha-tubulin; HDAC6=tubulin	Train
12032081	RanBP2=HDAC4; RanBP2=HDAC4; RanBP2=MEF2-interacting transcription repressor; RanBP2=HDAC1; RanBP2=-6	Train
12070130_15	L1=ezrin; L1=ezrin; L1=ankyrin; L1=AP2	Train
12072434	AP-2=UBC9; AP-2=UBC9	Train
12130538	Suv39h=Histone H3; G9a=H3; HMTase=H3; histone methyltransferase=H3; G9a=H3; G9a=H3; G9a=H3; G9a=H3; G9a=H3; HMTase=H3	Train
12147674_2	gigaxonin=microtubule-associated protein (MAP)1B light chain; MAP1B=gigaxonin; MAP1B-LC=gigaxonin	Train
12147681	midkine=nucleolin; nucleolin=MK; nucleolin=CD90; nucleolin=CD59; MK=nucleolin	Train
12185196	protein phosphatase 1 delta=nucleolin; PP1delta=nucleolin; PP1delta=nucleolin	Train
12186903	E1B-55K=E4; E1B-55K=Cullin-5; E1B-55K=Rbx1; E1B-55K=Elongins B; E1B-55K=C; Rbx1=E1B-55K; C=E1B-55K; Elongins B=E1B-55K; Cullin-5=E1B-55K; Rbx1=E4; C=E4; Elongins B=E4; Cullin-5=E4; Cullin-5=p53; Rbx1=p53; Elongins B=p53; C=p53; E4=p53; E1B-55K=p53; E1B-55K=importin-alpha 1; E1B-55K=pp32	Train
12218189	Cbl=CIN85; Cbl=receptor tyrosine kinases; CIN85=endophilin; Cbl=CIN85; Cbl=endophilin; Cbl=CIN85; Cbl-b=CIN85; Cbl=CMS; Cbl-b=CMS; CIN85=Cbl; Cbl=CIN85; Cbl-b=CIN85; CIN85=EGF receptors; Cbl-b=EGF receptors; Cbl-b=CIN85; Cbl=CIN85	Train
12239347	c-Cbl=ErbB1; ErbB2=ErbB; CHIP=ErbB2; CHIP=ErbB2; CHIP=ErbB2	Train
12242343	Janus kinase 1=IL-4 receptor; IL-4Ralpha chain=SOCS5; IL-4R=SOCS5	Train
12354775	dishevelled=naked cuticle; Nkd=dishevelled; Dsh=Nkd; Nkd=Dsh; Nkd=Dsh; Nkd=Dsh; Nkd=Dsh; Nkd=Dsh; zinc=Nkd; zinc=Nkd	Train
12361598	CDKs=CP110; CDK=CP110	Train
12391162	phospholipase Cdelta=PtdIns(4,5)P(2); Spred=PtdIns(4,5)P(2); hSpry2=PtdIns(4,5)P(2)	Train
12393906	protein inhibitor of activated STAT=Mdm2; RanBP2=Mdm2; Mdm2=p53; PIAS1=Mdm2; PIASxbeta=Mdm2; PIAS1=Mdm2; PIASxbeta=Mdm2; PIASxbeta=Mdm2; PIAS1=Mdm2; RanBP2=Mdm2; PIAS1=Mdm2; PIASxbeta=Mdm2; RanBP2=Mdm2; PIAS1=Mdm2; PIASxbeta=Mdm2; RanBP2=Mdm2; RanBP2=Mdm2; PIASxbeta=Mdm2; PIAS1=Mdm2	Train
12411582	Nrdp1=ErbB3; Nrdp1=ErbB3; Nrdp1=ErbB3; Nrdp1=ErbB3; Nrdp1=ErbB3	Train
12421820	Mdm2=p53; Mdm2=p53; Mdm2=p53	Train
12433841	Rho=myosin phosphatase; PP1=SrcPTKs; Y27632=Rho	Train
12456660	CBP=RelA; p300=RelA; p300=RelA; RelA=IkappaBalpha; RelA=IkappaBalpha	Train
12475640	lysyl hydroxylase 3=collagens; Lysyl hydroxylase=collagens; galactosyltransferase=collagens; glucosyltransferase=collagens; LH3=collagens	Train
12475979	DEP-1=Hepatocyte growth factor receptor tyrosine kinase; DEP-1=hepatocyte growth factor/scatter factor receptor; DEP-1=Gab1; DEP-1=p120 catenin; DEP-1=CSF; DEP-1=Met; DEP-1=colony stimulating factor 1 (CSF); DEP-1=Met; Gab1=Met; DEP-1=Met; DEP-1=Met	Train
12482991	IkappaB kinase=p105; NF-kappaB=p105; IKK1=p105; IKK2=p105; IKK=p105; betaTrCP=p105; betaTrCP=p105; betaTrCP=p105; IkappaBalpha=p105; betaTrCP=p105; IkappaBalpha=p105; IKK=p105	Train
12485996	BRCA1=BARD1; BRCA1=BARD1; BRCA1=BARD1; BRCA1=histones; BARD1=histones; BARD1=histone H2AX; BRCA1=histone H2AX; BRCA1=BARD1; BRCA1=BARD1; BRCA1=BAP1; BRCA1=BARD1	Train
12486116	Fringe=Notch1; Fringe=Notch; beta1,3-N-acetylglucosaminyltransferase=Notch; Fringe=Notch1; Manic fringe=Notch1; Radical fringe=Notch1; Lunatic fringe=Notch1; Fringe=Notch1	Train
12498683	CARM1=histone H3; CBP=histone H3; CBP=H3; CARM1=H3; CARM1=H3; CARM1=H3	Train
12502735	SMRT=histone deacetylase 3; HDAC3=SMRT; TRiC=HDAC3; SMRT=HDAC3; SMRT=HDAC3; VHL=elongin BC; cyclin E=Cdk2; HDAC3=VHL; SMRT=elongin BC; SMRT=VHL; HDAC3=elongin BC; HDAC3=cyclin E; HDAC3=Cdk2; SMRT=cyclin E; SMRT=Cdk2	Train
12515809_36	mannan=C-type lectin; mannose=MR; mannose=MR; dextran=MR; BSA=MR; BSA=MR	Train
12530964	Mib=Delta; Delta=Notch	Train
12540855	histone methyltransferases=histones; SET=histones; SET7/9=histone; SET7/9=histone; SET=histone; SET=histone	Train
12556489	GADD34=protein phosphatase 1; PP1=GADD34; GADD34=PP1; GADD34=PP1; GADD34=PP1	Train
12567184	HDAC=PP1; protein phosphatase 1=CREB; PKA=CREB; CBP=CREB; P300=CREB; HDAC1=CREB; HDAC1=PP1	Train
12583813	PTP-SL=ERK1; PTP-SL=2; PTP-SL=p38alpha; STEP=ERK1; STEP=2; STEP=p38alpha; HePTP=ERK1; HePTP=2; HePTP=p38alpha; mitogen-activated protein kinase=HePTP; mitogen-activated protein kinase=STEP; PTP-SL=mitogen-activated protein kinase; MAPKs=HePTP; MAPKs=STEP; MAPKs=PTP-SL; PTP-SL=ERK1; PTP-SL=2; STEP=p38alpha; HePTP=p38alpha; p38alpha=STEP; p38alpha=HePTP; PTP-SL=p38alpha; ERK1=HePTP; 2=HePTP; ERK1=STEP; ERK1=PTP-SL; 2=STEP; 2=PTP-SL; extracellular-signal-regulated kinase 1=PTP-SL; 2=PTP-SL; p38alpha=PTP-SL; STEP=extracellular-signal-regulated kinase 1; STEP=2; STEP=p38alpha; HePTP=extracellular-signal-regulated kinase 1; HePTP=2; HePTP=p38alpha	Train
12593795	receptor for the epidermal growth factor=Sprouty2; Sprouty2=c-Cbl; c-Cbl=Sprouty2	Train
12694535	Mcm2=Mcm7	Train
12724534	SCF UFO=COP9 signalosome; COP9 signalosome=SCF ubiquitin ligases; COP9 signalosome=cullins; SCF(UFO)=CSN	Train
12725728	She4p=myosin; She4p=class I; She4p=class V myosins; She4p=Myo4p; She4p=Myo5p; Myo5p=actin; myosin=actin; She4p=Myo4p; She4p=Myo5p; She4p=myosin	Train
12743368	actin=WASP; WASP=Arp2/3; actin=Arp2/3; WASP=actin; Arp2=Arp3	Train
12764130	Shk1=Tea1; Shk1=Ras; Shk1=Cdc42; Cdc42=Ras; Shk1=Tea1; Shk1=Tea1; PAK=Cdc42; PAK=Ras; PAK=Shk1	Train
12787446	beta-chymotrypsin=O2	Train
12788921	prolyl 4-hydroxylases=hypoxia-inducible factor; P4Hs=HIF-alpha; HIF-P4Hs=HIF-1alpha; HIF-P4Hs=HIF-2alpha; HIF-P4Hs=HIF-3alpha	Train
12802069	BP230=K5; BP230=K14; DP=K5; DP=K14; DP=K8; DP=K18; DP=K8; DP=K18; DP=vimentin; DP=cytokeratins; BP230=cytokeratins; BP230=keratins; DP=keratins; K14=BP230; K14=DP; K5=BP230; K5=DP	Train
12820959	beta-TrCP1=Skp1; Skp1=beta-catenin; beta-TrCP1=beta-catenin; beta-TrCP1=beta-catenin; beta-TrCP1=IkappaB; SCF=IkappaB; SCF=beta-catenin; beta-TrCP1=Skp1; Skp1=beta-catenin; beta-TrCP1=beta-catenin	Train
12842888	Rheb=tuberous sclerosis complex 2; TSC2=Rheb	Train
12881521	Cbl=Vav; Cbl=Vav; Cbl=Vav; Cbl=Vav; Cbl=Vav; Cbl=Vav; Cbl=Vav; Cbl=Vav; Cbl=Vav	Train
12893824	Arg=glutathione peroxidase 1; c-Abl=glutathione peroxidase 1; Arg=GPx1; c-Abl=GPx1; c-Abl=GPx1; Arg=GPx1	Train
12904571	PIASy=Smad4; PIASy=Smad3; PIASy=Smad4; PIASy=Smads; PIASy=Smad3; PIASy=Smads; PIASy=Smad4; Smad3=PIASy; Smad3=Smad4; Smad4=PIASy; Smad3=PIASy; PIASy=histone deacetylase 1; PIASy=Smad; PIASy=HDAC; PIASy=Smad3; trichostatin A=HDAC	Train
12925712_25	ankyrin B=L1CAM	Train
12932319	Protein phosphatase 2A=KSR1; Protein phosphatase 2A=Raf-1; Raf-1=14-3-3; KSR1=14-3-3; PP2A=KSR1; PR65A=catalytic C; catalytic C=KSR1; PR65A=KSR1; PR55B=KSR1; PP2A=Raf; PP2A=KSR1; 14-3-3=KSR1; PP2A=KSR1; 14-3-3=KSR1; 14-3-3=Raf-1; PP2A=Raf-1; PP2A=KSR1; KSR1=MEK; KSR1=ERK	Train
12952523	alpha=betagamma; betagamma=alpha; alpha=betagamma; alpha=S-prenyl; S-prenyl=G-protein alpha.betagamma	Train
12952949	SNX9=adaptor protein complex 2; Sorting nexin 9=clathrin; clathrin=SNX9; dynamin-2=SNX9; AP-2=SNX9; clathrin=SNX9; dynamin-2=SNX9; SNX9=dynamin-2; SNX9=dynamin-2; SNX9=AP-2; SNX9=clathrin	Train
12956952	TAC-1=ZYG-9; TACC=XMAP215; ZYG-9=TAC-1; ZYG-9=TAC-1	Train
12972599	CSN=Cul1; Csn2=nuclear hormone receptors	Train
12975610	syndecan-4=TGF-beta	Train
1372388	c-Rel=p50; c-Rel=p50	Train
14504268_7	Cdc31p=Kar1p; Vps13p=ZCdc31p; Thp1p=ZCdc31p; Hem15p=ZCdc31p	Train
14506261	Siah-1=synphilin-1; Synphilin-1=alpha-synuclein; Parkin=Synphilin-1; Siah-1=synphilin-1; Synphilin-1=Siah-1; Siah-1=synphilin-1; Siah-1=synphilin-1; Siah-1=synphilin-1	Train
14517266	TFIIH=XPC; HR23B=XPC; ERCC1=XPF; HR23B=XPC	Train
14527407	DT=elongation factor-2; ETA=elongation factor-2	Train
14532282	VP16=HCF-1; HCF=LZIP; HCF=Zhangfei; Krox20=HCF-1; p300=HCF-1; Krox20=HCF	Train
14564014	Vif=Cul5; Vif=APOBEC3G; Cul5=APOBEC3G; SCF=APOBEC3G; Vif=Cul5; Vif=elongins B; Vif=C; Vif=Rbx1; Cul5=elongins B; Cul5=C; Cul5=Rbx1; elongins B=C; elongins B=Rbx1; C=Rbx1; Vif=APOBEC3G; Vif=APOBEC3G; Vif=APOBEC3G; Vif=Cul5; Vif=SCF	Train
14592967	HSP90=RPM1; RPM1=HSP90; RAR1=HSP90; SGT1=HSP90; RPM1=HSP90; RPM1=HSP90; RAR1=HSP90; SGT1=HSP90	Train
14597722	Px1=Px2	Train
14612908_11	Annexin V=phosphatidyl serine	Train
14624239_14	Rfc2=Rfc3; Rfc2=Rfc4; Rfc2=Rfc5; Rfc3=Rfc4; Rfc3=Rfc5; Rfc4=Rfc5; Rfc2=Rfc1; Rfc3=Rfc1; Rfc4=Rfc1; Rfc5=Rfc1; Rfc2=5	Train
14636577	hSMG-5=hSMG-7; hUPF1=SMG-5; hUPF1=SMG-7; protein phosphatase 2A=hUPF1; hUPF1=protein phosphatase 2A; SMG-5=protein phosphatase 2A; SMG-5=SMG-7; SMG-7=protein phosphatase 2A; hSMG-5=hUPF1; hUPF1=hUPF3A; hSMG-1=hUPF1; PP2A=hUPF1	Train
14684739	NEDL1=dishevelled-1; neuronal homologous to E6AP carboxyl terminus (HECT)-type ubiquitin-protein isopeptide ligase=translocon-associated protein-delta; NEDL1=Dishevelled-1; SOD1=Dishevelled-1; SOD1=NEDL1; NEDL1=translocon-associated protein-delta; translocon-associated protein-delta=Dishevelled-1; SOD1=translocon-associated protein-delta; SOD1=Dishevelled-1; NEDL1=Dishevelled-1	Train
14690596	Pin1=p65; p65=IkappaBalpha; SOCS-1=p65	Train
14697212	N-WASP=Cdc42	Train
14701756	CHIP=Smad1; CHIP=Smad; CHIP=Smad; CHIP=Smad1; CHIP=Smad4; CHIP=Smad; Smad1=Smad4; Smad1=Smad4; Smad1=Smad4; CHIP=Smad1; CHIP=Smad4	Train
14703513	IKK-i=IRF-3; TBK-1=IRF-3; epsilon=IRF-3	Train
1470918	c-Fos=c-Jun; c-Fos=c-Jun	Train
14716005	CREST=adenosine 3',5'-monophosphate (cAMP) response element-binding protein (CREB)-binding protein	Train
14718519	Smad7=type I receptor; Smad7=GADD34; PP1c=Smad7; PP1c=GADD34; GADD34=PP1c; GADD34=TGFbeta type I receptor; PP1c=TGFbeta type I receptor; GADD34=PP1c; Smad7=growth arrest and DNA damage protein; PP1c=TbetaRI; GADD34=PP1c; PP1=TbetaRI; TbetaRI=PP1c; TbetaRI=GADD34; Smad7=PP1c; Smad7=GADD34; PP1c=Smad7; GADD34=Smad7; PP1c=Smad7; PP1=TbetaRI; Smad7=TbetaRI	Train
14722103	Noc2=Rab27A; Rabphilin=Rab27A; Noc2=Rab3A; Rabphilin=Rab3A; Noc2=Rab27A; Rabphilin=Rab27A; Noc2=Rab3A; Rabphilin=Rab3A; Noc2=Rab3A; Rabphilin=Rab3A; Noc2=Rab27A; rabphilin=Rab27A; rabphilin=Rab27; rabphilin=Rab27; rabphilin=Rab27; rabphilin=Rab3A; Noc2=Rab3A; rabphilin=Rab27A; Noc2=Rab27A; rabphilin=Rab; Noc2=Rab; Rab27=rabphilin; Rab27=Noc2	Train
1493333	p65=p50; MAD-3=p65; p65=MAD-3; MAD-3=p50; I kappa B=p65; MAD-3=NF-kappa B	Train
15014503	Skp1=Cul1; Cul1=Skp2; Skp1=Skp2; SCF=p27; Skp1=p27; Cul1=p27; Skp2=p27; APC=securin; APC=cyclin B; APC=Skp2	Train
15023524	DEF6=Rac1; DEF6=Rac2; DEF6=Cdc42; DEF6=actin; DEF6=RhoA	Train
15031145	hHIF-1alphaTe=HIF-1beta	Train
15044620	C/EBPbeta=hBrm; C/EBPbeta=Y box-associated; C/EBPbeta=Y box	Train
15053880	HAUSP=p53; HAUSP=p53; E6=p53	Train
15060148	pVHL=HIF	Train
15060161	p300=beta-catenin; beta-catenin=Tcf4; p300=beta-catenin; beta-catenin=Tcf4; Tcf4=beta-catenin; beta-catenin=Tcf4; p300=beta-catenin; beta-catenin=androgen receptor; beta-catenin=Tcf4; beta-catenin=androgen receptor	Train
15066998	tuberin=SMAD2; tuberin=SMAD3; Tuberous sclerosis complex 2=SMAD	Train
15075292	Skn=Hh; Skn=Shh	Train
15077114	NatC N(alpha)=Arl3p; Arl3p=Sys1p	Train
15082796	PRL=PRLR; PRLR=Stat5; PRLR=beta-TrCP2; SCF=PRLR; SCF=PRLR; SCF=PRLR; beta-TrCP=PRLR; SCF=PRLR	Train
15099518	EZH2=histone H1; EZH2=histone H3; Ezh2=histones; Ezh2=histone; Eed=Ezh2; Eed=Ezh2; HKMT=histone H3; HKMT=histone H1; Ezh2=histone H3; Ezh2=histone H1; Eed=histone H3; Eed=histone H1	Train
15123609	Met=c-Cbl; Met=Cbl-b; Met=hepatocyte growth factor; Met=c-Cbl; c-Cbl=Met; c-Cbl=Met; c-Cbl=Met; c-Cbl=Met; c-Cbl=Met; c-Cbl=Met; c-Cbl=Met; Cbl-b=Met; c-Cbl=Met; Cbl-b=Met; c-Cbl=RTK; Cbl-b=RTK	Train
15138260	p300=RUNX3; p300=RUNX3; p300=RUNX3	Train
15140260_41	Herceptin=ErbB2; Iressa=EGFR; BAY 37-9751=Raf; CI-1040=MEK	Train
15165234	P=N-acetyl-L-glutamate kinase; P(II)=N-acetylglutamate (NAG) kinase; P(II)=NAG kinase	Train
15165235	FtsL=FtsB; FtsL=FtsQ; FtsB=FtsQ; FtsL=FtsB; FtsL=FtsQ; FtsB=FtsQ; FtsL=FtsB; FtsL=FtsQ; FtsB=FtsQ	Train
15184667	PP1=CPI-17; PP1=inhibitor-2; protein kinase C=CPI-17; CPI-17=MYPT1; glycogen=PP1; glycogen=PP1; PP1=CPI-17; MYPT1=PP1; PP1=CPI-17; CPI-17=PP1; PP1=CPI-17; MYPT1=PP1C; MYPT1=PP1C; PP1C=CPI-17; MYPT1=CPI-17	Train
15220471	cAMP-response element-binding protein (CREB)-binding protein=Foxo1; cAMP-response element-binding protein (CREB)-binding protein=Foxo1; Sir2=Foxo1; Sir2=Foxo1; cAMP-response element-binding protein-binding protein=Foxo1	Train
15240556	Ds=Ft	Train
15249135	Dab1=Reelin; Reelin=VLDLR; Reelin=ApoER2; Dab1=VLDLR; Dab1=ApoER2; Dab1=VLDLR; Dab1=ApoER2; Dab1=ApoER2; Dab1=VLDLR; Reelin=Dab1; Reelin=Dab1	Train
15258597	A20=receptor interacting protein; A20=RIP	Train
15282312	Keap1=Cul3-based E3 ligase; Keap1=Nrf2; Keap1=Nrf2; Cullin 3=Keap1; Keap1=Cul3; Cul3=Roc1; Keap1=Cul3-based E3 ligase; Nrf2=Cul3-based E3 ligase; Keap1=Cul3-based E3 ligase; Cul3-based E3 ligase=Keap1	Train
15292171	Hal3=Ppz1; Hal3=Ppz1; protein phosphatase 1c=Hal3; Hal3=Ppz1; Hal3=Ppz1; Ppz1=Hal3; Hal3=Ppz1; Hal3=Ppz1	Train
1531086	p50B=p50; p50B=RelB; p50B=p65; p50B=kappa B; RelB=kappa B; p50B=kappa B	Train
15326037	atorvastatin=hydroxy methyl glutaryl co-enzyme A reductase	Train
15340068	p62=proteasome	Train
15364929	(E)-6-(Bromomethylene)-3-(1-naphthalenyl)-2H-tetrahydropyran-2-one=iPLA2s	Train
15465819	EGFR=Eps15; c-Cbl=EGFR; Cbl=CIN85; Eps15=EGFR	Train
15469825	SirT1=histone H1; SirT1=histone; SirT1=histone H4; SirT1=H3; SirT1=H4; SirT1=H3; SirT1=histone H1; SirT1=histone H1; SirT1=H4; SirT1=H3; SirT1=H1; SirT1=histone; SirT1=histone H1; SirT1=histone H1	Train
15485929	PRMT5=histone H3; SWI/SNF=PRMT5; PRMT5=hSWI/SNF; PRMT5=BRG1; PRMT5=hBRM; PRMT5=H3; PRMT5=H4; PRMT5=hSWI/SNF; hSWI/SNF=H3; hSWI/SNF=H4; hBRM=H3; hBRM=H4; BRG1=H3; BRG1=H4; hSWI/SNF=H3; hSWI/SNF=H4; PRMT5=H3; PRMT5=H4; hSWI/SNF=PRMT5; PRMT5=H3; PRMT5=H4; hSWI/SNF=H3; hSWI/SNF=H4; PRMT5=BRG1; PRMT5=hBRM; PRMT5=nonmetastatic 23; PRMT5=suppressor of tumorigenicity 7; BRG1=nonmetastatic 23; BRG1=suppressor of tumorigenicity 7; hBRM=nonmetastatic 23; hBRM=suppressor of tumorigenicity 7; hBRM=PRMT5; BRG1=PRMT5	Train
